asset,Date,SplyCur
btc,2018-01-01,16776348.58618491
btc,2018-01-02,16778486.0861849
btc,2018-01-03,16780448.58618488
btc,2018-01-04,16782548.58618486
btc,2018-01-05,16784336.08618409
btc,2018-01-06,16786436.08618407
btc,2018-01-07,16788461.08618405
btc,2018-01-08,16790536.08612404
btc,2018-01-09,16792586.08610402
btc,2018-01-10,16794661.086094
btc,2018-01-11,16797073.58609399
btc,2018-01-12,16799298.58608398
btc,2018-01-13,16801161.08608397
btc,2018-01-14,16803098.58608395
btc,2018-01-15,16804973.58608393
btc,2018-01-16,16806961.08608391
btc,2018-01-17,16809048.58608389
btc,2018-01-18,16811211.08608388
btc,2018-01-19,16813273.58608387
btc,2018-01-20,16815498.58608385
btc,2018-01-21,16817836.08608383
btc,2018-01-22,16819923.58608351
btc,2018-01-23,16822136.08608349
btc,2018-01-24,16824336.08608348
btc,2018-01-25,16826311.08608316
btc,2018-01-26,16828248.58598315
btc,2018-01-27,16830211.08598303
btc,2018-01-28,16832186.08598302
btc,2018-01-29,16834036.08598281
btc,2018-01-30,16836123.58598251
btc,2018-01-31,16837586.0859825
btc,2018-02-01,16839586.08598229
btc,2018-02-02,16841686.08598227
btc,2018-02-03,16843661.08598225
btc,2018-02-04,16845886.08598194
btc,2018-02-05,16848198.58598108
btc,2018-02-06,16850323.58598086
btc,2018-02-07,16852086.08598064
btc,2018-02-08,16853723.58598053
btc,2018-02-09,16855411.08598012
btc,2018-02-10,16857198.5859795
btc,2018-02-11,16859086.0859795
btc,2018-02-12,16861161.08597948
btc,2018-02-13,16863211.08594926
btc,2018-02-14,16865448.58594924
btc,2018-02-15,16867086.08594922
btc,2018-02-16,16869048.5859492
btc,2018-02-17,16870911.08594919
btc,2018-02-18,16872936.08594919
btc,2018-02-19,16874961.08594907
btc,2018-02-20,16876723.58594906
btc,2018-02-21,16878836.08594893
btc,2018-02-22,16880698.58592881
btc,2018-02-23,16882548.58592879
btc,2018-02-24,16884361.08591877
btc,2018-02-25,16886498.58591876
btc,2018-02-26,16888261.08591856
btc,2018-02-27,16890261.08591844
btc,2018-02-28,16892198.58589749
btc,2018-03-01,16894261.08589657
btc,2018-03-02,16896211.08589546
btc,2018-03-03,16898461.08589524
btc,2018-03-04,16900311.08589442
btc,2018-03-05,16902173.5858937
btc,2018-03-06,16904123.58589279
btc,2018-03-07,16906086.08589167
btc,2018-03-08,16908111.0858914
btc,2018-03-09,16909936.0858902
btc,2018-03-10,16911686.085889
btc,2018-03-11,16913598.5858879
btc,2018-03-12,16915611.0858879
btc,2018-03-13,16917586.0858879
btc,2018-03-14,16919386.0858879
btc,2018-03-15,16921186.0858876
btc,2018-03-16,16923136.0858872
btc,2018-03-17,16924998.5858872
btc,2018-03-18,16926886.0858871
btc,2018-03-19,16928823.5858871
btc,2018-03-20,16930411.0858871
btc,2018-03-21,16932311.0858871
btc,2018-03-22,16934098.5858868
btc,2018-03-23,16935761.08588536
btc,2018-03-24,16937711.08588536
btc,2018-03-25,16939398.58588536
btc,2018-03-26,16941273.58588535
btc,2018-03-27,16943173.58588535
btc,2018-03-28,16944861.08588535
btc,2018-03-29,16946761.08586535
btc,2018-03-30,16948786.08586535
btc,2018-03-31,16950386.08586535
btc,2018-04-01,16952411.08586535
btc,2018-04-02,16954361.08586515
btc,2018-04-03,16956398.58586515
btc,2018-04-04,16958236.08586475
btc,2018-04-05,16960186.08586455
btc,2018-04-06,16961911.08586455
btc,2018-04-07,16964161.08586455
btc,2018-04-08,16966173.58586455
btc,2018-04-09,16968011.08584445
btc,2018-04-10,16970061.08584425
btc,2018-04-11,16972073.58584425
btc,2018-04-12,16973998.58584425
btc,2018-04-13,16976061.08584425
btc,2018-04-14,16977773.58584425
btc,2018-04-15,16979811.08584425
btc,2018-04-16,16981573.58584425
btc,2018-04-17,16983598.58584425
btc,2018-04-18,16985598.58584425
btc,2018-04-19,16987823.58584425
btc,2018-04-20,16989536.08584415
btc,2018-04-21,16991523.58584415
btc,2018-04-22,16993523.58583415
btc,2018-04-23,16995436.08582415
btc,2018-04-24,16997423.58582415
btc,2018-04-25,16998961.08582415
btc,2018-04-26,17000723.58582405
btc,2018-04-27,17002498.58582395
btc,2018-04-28,17004098.58582395
btc,2018-04-29,17006073.58582395
btc,2018-04-30,17008011.08582395
btc,2018-05-01,17009986.08581849
btc,2018-05-02,17011736.08581839
btc,2018-05-03,17013623.58581839
btc,2018-05-04,17015348.58581839
btc,2018-05-05,17017361.08579839
btc,2018-05-06,17019073.58579839
btc,2018-05-07,17020948.58579819
btc,2018-05-08,17022686.08579735
btc,2018-05-09,17024686.08579735
btc,2018-05-10,17026611.08579735
btc,2018-05-11,17028198.58579735
btc,2018-05-12,17030261.08579735
btc,2018-05-13,17032111.08579735
btc,2018-05-14,17033761.08579735
btc,2018-05-15,17035586.08576995
btc,2018-05-16,17037823.58576985
btc,2018-05-17,17039473.58576975
btc,2018-05-18,17041323.58574245
btc,2018-05-19,17043248.58574245
btc,2018-05-20,17045048.58574235
btc,2018-05-21,17047011.08574235
btc,2018-05-22,17048898.58574225
btc,2018-05-23,17050923.58574225
btc,2018-05-24,17052711.08574215
btc,2018-05-25,17054911.08574205
btc,2018-05-26,17056936.08574205
btc,2018-05-27,17058986.08574135
btc,2018-05-28,17060936.08571405
btc,2018-05-29,17062673.58571395
btc,2018-05-30,17064848.58568665
btc,2018-05-31,17066973.58565935
btc,2018-06-01,17069048.58565935
btc,2018-06-02,17070948.58565935
btc,2018-06-03,17072986.08565935
btc,2018-06-04,17075273.58563205
btc,2018-06-05,17077461.08560475
btc,2018-06-06,17079298.58557668
btc,2018-06-07,17081086.08554928
btc,2018-06-08,17082892.33552198
btc,2018-06-09,17084679.83552127
btc,2018-06-10,17086267.33552127
btc,2018-06-11,17088017.33549324
btc,2018-06-12,17089829.83546594
btc,2018-06-13,17091617.33543784
btc,2018-06-14,17093529.83540978
btc,2018-06-15,17095442.33540832
btc,2018-06-16,17097517.33540832
btc,2018-06-17,17099479.83540756
btc,2018-06-18,17101529.83538026
btc,2018-06-19,17103467.33537952
btc,2018-06-20,17105404.83537873
btc,2018-06-21,17107529.83412755
btc,2018-06-22,17109417.33410025
btc,2018-06-23,17111417.33410025
btc,2018-06-24,17113554.83409953
btc,2018-06-25,17115517.33409953
btc,2018-06-26,17117342.33409953
btc,2018-06-27,17118854.83407223
btc,2018-06-28,17120817.33404493
btc,2018-06-29,17122704.83401763
btc,2018-06-30,17124467.33401689
btc,2018-07-01,17126304.83401612
btc,2018-07-02,17128067.33401612
btc,2018-07-03,17129517.33390629
btc,2018-07-04,17131192.33390629
btc,2018-07-05,17132904.83387826
btc,2018-07-06,17134904.83379718
btc,2018-07-07,17136854.83379718
btc,2018-07-08,17138829.83379718
btc,2018-07-09,17140529.83376909
btc,2018-07-10,17142392.33368776
btc,2018-07-11,17144079.83366046
btc,2018-07-12,17145842.33363316
btc,2018-07-13,17147629.83349486
btc,2018-07-14,17149292.33349486
btc,2018-07-15,17150954.83349486
btc,2018-07-16,17152454.83346756
btc,2018-07-17,17154442.33344026
btc,2018-07-18,17156617.33341148
btc,2018-07-19,17158754.83338348
btc,2018-07-20,17160679.83335618
btc,2018-07-21,17162392.33335618
btc,2018-07-22,17164667.33335618
btc,2018-07-23,17166742.33332888
btc,2018-07-24,17168729.83330082
btc,2018-07-25,17170942.3332728
btc,2018-07-26,17173004.8332728
btc,2018-07-27,17175092.33327127
btc,2018-07-28,17176904.83327054
btc,2018-07-29,17179029.83316199
btc,2018-07-30,17180704.83316199
btc,2018-07-31,17182542.33315121
btc,2018-08-01,17184417.33311234
btc,2018-08-02,17186329.83261354
btc,2018-08-03,17188404.83253624
btc,2018-08-04,17190604.83253624
btc,2018-08-05,17192604.83229624
btc,2018-08-06,17194242.33226815
btc,2018-08-07,17196129.83224085
btc,2018-08-08,17198092.33222845
btc,2018-08-09,17199954.83222299
btc,2018-08-10,17202154.83203226
btc,2018-08-11,17204279.83203226
btc,2018-08-12,17206217.33203152
btc,2018-08-13,17208092.33203076
btc,2018-08-14,17209792.33203076
btc,2018-08-15,17211804.83202991
btc,2018-08-16,17213779.83202991
btc,2018-08-17,17215679.83202445
btc,2018-08-18,17217679.83181445
btc,2018-08-19,17219492.33156289
btc,2018-08-20,17221367.33110289
btc,2018-08-21,17223217.33110221
btc,2018-08-22,17225217.33110071
btc,2018-08-23,17227079.83107268
btc,2018-08-24,17228904.83104538
btc,2018-08-25,17230592.33104538
btc,2018-08-26,17232754.83104323
btc,2018-08-27,17235067.33088593
btc,2018-08-28,17236979.83085863
btc,2018-08-29,17238717.33083133
btc,2018-08-30,17240642.33080327
btc,2018-08-31,17242579.83077441
btc,2018-09-01,17244467.33077441
btc,2018-09-02,17246267.33077364
btc,2018-09-03,17248067.33074558
btc,2018-09-04,17249642.33071828
btc,2018-09-05,17251292.3304288
btc,2018-09-06,17253167.33040071
btc,2018-09-07,17255067.33037341
btc,2018-09-08,17256942.33037341
btc,2018-09-09,17258979.83037341
btc,2018-09-10,17260667.33034611
btc,2018-09-11,17262429.83034611
btc,2018-09-12,17264529.8303345
btc,2018-09-13,17266379.8303337
btc,2018-09-14,17268029.8303064
btc,2018-09-15,17269779.8303064
btc,2018-09-16,17271517.33030562
btc,2018-09-17,17273204.8302947
btc,2018-09-18,17274979.8302474
btc,2018-09-19,17276929.8302201
btc,2018-09-20,17278854.8301928
btc,2018-09-21,17280654.83016477
btc,2018-09-22,17282592.330164
btc,2018-09-23,17284467.330164
btc,2018-09-24,17286317.3301367
btc,2018-09-25,17288429.8301094
btc,2018-09-26,17290167.3300821
btc,2018-09-27,17291954.83005479
btc,2018-09-28,17293879.82997749
btc,2018-09-29,17295779.82996749
btc,2018-09-30,17297817.32996749
btc,2018-10-01,17299792.32994019
btc,2018-10-02,17301504.82991289
btc,2018-10-03,17303317.32988559
btc,2018-10-04,17305192.32985829
btc,2018-10-05,17306817.32985829
btc,2018-10-06,17308379.82985829
btc,2018-10-07,17310154.82985759
btc,2018-10-08,17311842.32985759
btc,2018-10-09,17313467.32983029
btc,2018-10-10,17315267.32979299
btc,2018-10-11,17317254.82976569
btc,2018-10-12,17318904.82973839
btc,2018-10-13,17320667.32973839
btc,2018-10-14,17322092.32973839
btc,2018-10-15,17324117.32971109
btc,2018-10-16,17325804.82968379
btc,2018-10-17,17327529.82965649
btc,2018-10-18,17329254.82962919
btc,2018-10-19,17331029.82960189
btc,2018-10-20,17332817.32960189
btc,2018-10-21,17334542.32960189
btc,2018-10-22,17336479.82957459
btc,2018-10-23,17338404.82954649
btc,2018-10-24,17339817.32951919
btc,2018-10-25,17341529.82949189
btc,2018-10-26,17343317.32946459
btc,2018-10-27,17345017.32946459
btc,2018-10-28,17346767.32946459
btc,2018-10-29,17348592.32943729
btc,2018-10-30,17350517.32943729
btc,2018-10-31,17352554.82940999
btc,2018-11-01,17354479.82940999
btc,2018-11-02,17356267.32940999
btc,2018-11-03,17358279.82940925
btc,2018-11-04,17359817.32940925
btc,2018-11-05,17361617.32940925
btc,2018-11-06,17363217.32938195
btc,2018-11-07,17364842.32935391
btc,2018-11-08,17366354.82932661
btc,2018-11-09,17367942.32929931
btc,2018-11-10,17369579.82929931
btc,2018-11-11,17371404.82929931
btc,2018-11-12,17373154.82927201
btc,2018-11-13,17374654.82924471
btc,2018-11-14,17376342.32924471
btc,2018-11-15,17377929.8291894
btc,2018-11-16,17379504.8291621
btc,2018-11-17,17381317.3291621
btc,2018-11-18,17382854.8291621
btc,2018-11-19,17384429.8291348
btc,2018-11-20,17386079.8291075
btc,2018-11-21,17387392.3290802
btc,2018-11-22,17388917.3290529
btc,2018-11-23,17390479.8290256
btc,2018-11-24,17392267.3290256
btc,2018-11-25,17393854.8290256
btc,2018-11-26,17395242.3289983
btc,2018-11-27,17396879.8289983
btc,2018-11-28,17398354.82796581
btc,2018-11-29,17399667.32793851
btc,2018-11-30,17400929.82791121
btc,2018-12-01,17402479.82791121
btc,2018-12-02,17403904.82791121
btc,2018-12-03,17405329.82788391
btc,2018-12-04,17407054.82785661
btc,2018-12-05,17408679.82782931
btc,2018-12-06,17410367.32780201
btc,2018-12-07,17411792.32777471
btc,2018-12-08,17413379.82777471
btc,2018-12-09,17414979.82777471
btc,2018-12-10,17416529.82774741
btc,2018-12-11,17418092.32771934
btc,2018-12-12,17419592.32769204
btc,2018-12-13,17421229.82766474
btc,2018-12-14,17423054.82763744
btc,2018-12-15,17424917.32763744
btc,2018-12-16,17426354.82763744
btc,2018-12-17,17428354.82761014
btc,2018-12-18,17429954.82758283
btc,2018-12-19,17431817.32755549
btc,2018-12-20,17433504.82752819
btc,2018-12-21,17435254.82750089
btc,2018-12-22,17437442.32750089
btc,2018-12-23,17439642.32750089
btc,2018-12-24,17441542.32747359
btc,2018-12-25,17443529.82747359
btc,2018-12-26,17445492.32747359
btc,2018-12-27,17447667.32744629
btc,2018-12-28,17449754.8274135
btc,2018-12-29,17451479.82740804
btc,2018-12-30,17453679.82740804
btc,2018-12-31,17455617.32738074
btc,2019-01-01,17457479.82738074
btc,2019-01-02,17459367.32735344
btc,2019-01-03,17461304.82732614
btc,2019-01-04,17463167.32729884
btc,2019-01-05,17465204.82729884
btc,2019-01-06,17466967.32729884
btc,2019-01-07,17468729.82727154
btc,2019-01-08,17470842.32724424
btc,2019-01-09,17472892.32720693
btc,2019-01-10,17474842.32717963
btc,2019-01-11,17476692.32715233
btc,2019-01-12,17478417.32715233
btc,2019-01-13,17480129.82715233
btc,2019-01-14,17481992.32712503
btc,2019-01-15,17483642.32709773
btc,2019-01-16,17485304.82707043
btc,2019-01-17,17486892.32704313
btc,2019-01-18,17488617.32701583
btc,2019-01-19,17490279.82701583
btc,2019-01-20,17492242.32701583
btc,2019-01-21,17494117.32701583
btc,2019-01-22,17495742.32701583
btc,2019-01-23,17497567.32701583
btc,2019-01-24,17499592.32701504
btc,2019-01-25,17501317.32701504
btc,2019-01-26,17503192.32701504
btc,2019-01-27,17504904.82701504
btc,2019-01-28,17506717.32701504
btc,2019-01-29,17508542.32699504
btc,2019-01-30,17510242.32699504
btc,2019-01-31,17512179.82699504
btc,2019-02-01,17514154.82699504
btc,2019-02-02,17515954.82699504
btc,2019-02-03,17517679.82699504
btc,2019-02-04,17519517.32699504
btc,2019-02-05,17521354.82699504
btc,2019-02-06,17523404.82699504
btc,2019-02-07,17525579.82699504
btc,2019-02-08,17527617.32698958
btc,2019-02-09,17529492.32698958
btc,2019-02-10,17531242.32698958
btc,2019-02-11,17533054.82698958
btc,2019-02-12,17534654.82698412
btc,2019-02-13,17536567.32697866
btc,2019-02-14,17538329.8269732
btc,2019-02-15,17539917.32696774
btc,2019-02-16,17541792.32696774
btc,2019-02-17,17543779.82696774
btc,2019-02-18,17545717.32696228
btc,2019-02-19,17547667.32695682
btc,2019-02-20,17549292.32695136
btc,2019-02-21,17550779.8269459
btc,2019-02-22,17552804.82694044
btc,2019-02-23,17554592.32694044
btc,2019-02-24,17556304.82694044
btc,2019-02-25,17558092.32693498
btc,2019-02-26,17560104.82692952
btc,2019-02-27,17561867.32692331
btc,2019-02-28,17563742.32691785
btc,2019-03-01,17565767.32691239
btc,2019-03-02,17567417.32691239
btc,2019-03-03,17569242.32691239
btc,2019-03-04,17570954.82690693
btc,2019-03-05,17572817.32690147
btc,2019-03-06,17574417.32690147
btc,2019-03-07,17576192.32689601
btc,2019-03-08,17578017.32689601
btc,2019-03-09,17579742.32687417
btc,2019-03-10,17581442.32687417
btc,2019-03-11,17583217.32686871
btc,2019-03-12,17585004.82686871
btc,2019-03-13,17586692.32686325
btc,2019-03-14,17588629.82685724
btc,2019-03-15,17590542.32685178
btc,2019-03-16,17592579.82685178
btc,2019-03-17,17594404.82685178
btc,2019-03-18,17596417.32684577
btc,2019-03-19,17598592.32684031
btc,2019-03-20,17600604.82683485
btc,2019-03-21,17602392.32682939
btc,2019-03-22,17604404.82670847
btc,2019-03-23,17606217.32670847
btc,2019-03-24,17608092.32670847
btc,2019-03-25,17609942.32670301
btc,2019-03-26,17611617.32669209
btc,2019-03-27,17613479.82668663
btc,2019-03-28,17615304.82666117
btc,2019-03-29,17617142.32664571
btc,2019-03-30,17618879.82664571
btc,2019-03-31,17620617.32664461
btc,2019-04-01,17622317.32663915
btc,2019-04-02,17624279.82663369
btc,2019-04-03,17626054.82662823
btc,2019-04-04,17627804.82662823
btc,2019-04-05,17629779.82661731
btc,2019-04-06,17631517.32661731
btc,2019-04-07,17633279.82661731
btc,2019-04-08,17635129.82661185
btc,2019-04-09,17636779.82660639
btc,2019-04-10,17638629.82460093
btc,2019-04-11,17640592.32459547
btc,2019-04-12,17642479.82459001
btc,2019-04-13,17644167.32459001
btc,2019-04-14,17645692.32459001
btc,2019-04-15,17647504.82458455
btc,2019-04-16,17649317.32457909
btc,2019-04-17,17651042.32457308
btc,2019-04-18,17652904.82457308
btc,2019-04-19,17654804.82456762
btc,2019-04-20,17656442.32456762
btc,2019-04-21,17658467.32456762
btc,2019-04-22,17660142.32456762
btc,2019-04-23,17661592.32456216
btc,2019-04-24,17663629.8245567
btc,2019-04-25,17665417.3245567
btc,2019-04-26,17667304.82455124
btc,2019-04-27,17669017.32455124
btc,2019-04-28,17671054.82455124
btc,2019-04-29,17673092.32454578
btc,2019-04-30,17674842.32454032
btc,2019-05-01,17676979.82454032
btc,2019-05-02,17679279.82453486
btc,2019-05-03,17681179.8244194
btc,2019-05-04,17682829.8244194
btc,2019-05-05,17684442.3244194
btc,2019-05-06,17686329.82441394
btc,2019-05-07,17687917.32440848
btc,2019-05-08,17689817.32440302
btc,2019-05-09,17691692.32439756
btc,2019-05-10,17693254.82439756
btc,2019-05-11,17694879.82439756
btc,2019-05-12,17696854.8243915
btc,2019-05-13,17698942.32438604
btc,2019-05-14,17700842.32438058
btc,2019-05-15,17702704.82438058
btc,2019-05-16,17704529.82438058
btc,2019-05-17,17706417.32438048
btc,2019-05-18,17708329.82437492
btc,2019-05-19,17710367.32437492
btc,2019-05-20,17712379.82436936
btc,2019-05-21,17714292.32436936
btc,2019-05-22,17716379.82435844
btc,2019-05-23,17718354.82435298
btc,2019-05-24,17720267.32434752
btc,2019-05-25,17722017.32434752
btc,2019-05-26,17724079.82434752
btc,2019-05-27,17726167.32434206
btc,2019-05-28,17728217.3243366
btc,2019-05-29,17730392.32433104
btc,2019-05-30,17732392.32433104
btc,2019-05-31,17733854.82433104
btc,2019-06-01,17735742.32432548
btc,2019-06-02,17737379.82432002
btc,2019-06-03,17738867.32431992
btc,2019-06-04,17740792.32431992
btc,2019-06-05,17742792.32431446
btc,2019-06-06,17744754.82431436
btc,2019-06-07,17746729.82431436
btc,2019-06-08,17748279.82431436
btc,2019-06-09,17750117.32431436
btc,2019-06-10,17752079.82431436
btc,2019-06-11,17753867.32431436
btc,2019-06-12,17755504.82431436
btc,2019-06-13,17757392.32431436
btc,2019-06-14,17759504.82431436
btc,2019-06-15,17761329.82431436
btc,2019-06-16,17762954.82431436
btc,2019-06-17,17764617.32431436
btc,2019-06-18,17766654.82431426
btc,2019-06-19,17768867.32431416
btc,2019-06-20,17770667.32431416
btc,2019-06-21,17772329.82431416
btc,2019-06-22,17774092.32431416
btc,2019-06-23,17776354.82431406
btc,2019-06-24,17778567.32431406
btc,2019-06-25,17780392.32431406
btc,2019-06-26,17782454.82431406
btc,2019-06-27,17784229.82431406
btc,2019-06-28,17786267.32431406
btc,2019-06-29,17788442.32431406
btc,2019-06-30,17790342.32431396
btc,2019-07-01,17792129.82431386
btc,2019-07-02,17794104.82431386
btc,2019-07-03,17796254.82431386
btc,2019-07-04,17798342.32416642
btc,2019-07-05,17800704.82404084
btc,2019-07-06,17802929.82404084
btc,2019-07-07,17804842.32403538
btc,2019-07-08,17807067.32403538
btc,2019-07-09,17808992.32395348
btc,2019-07-10,17810604.82394802
btc,2019-07-11,17812217.32364226
btc,2019-07-12,17814267.32362588
btc,2019-07-13,17816029.82349484
btc,2019-07-14,17817842.32349484
btc,2019-07-15,17819667.32349484
btc,2019-07-16,17821692.32349474
btc,2019-07-17,17823354.82335824
btc,2019-07-18,17824867.32331456
btc,2019-07-19,17826342.3232545
btc,2019-07-20,17828554.8232544
btc,2019-07-21,17830417.3232544
btc,2019-07-22,17832392.3232544
btc,2019-07-23,17834179.82314518
btc,2019-07-24,17835917.32314518
btc,2019-07-25,17837792.32303598
btc,2019-07-26,17839867.3230195
btc,2019-07-27,17841767.32301948
btc,2019-07-28,17843954.82301948
btc,2019-07-29,17846054.82289936
btc,2019-07-30,17847829.82289936
btc,2019-07-31,17849967.32289936
btc,2019-08-01,17851742.32289936
btc,2019-08-02,17853854.82289936
btc,2019-08-03,17856017.3227574
btc,2019-08-04,17858104.8227574
btc,2019-08-05,17859892.3227574
btc,2019-08-06,17861904.82275739
btc,2019-08-07,17863817.32275739
btc,2019-08-08,17865592.32275739
btc,2019-08-09,17867429.82262079
btc,2019-08-10,17869317.32262079
btc,2019-08-11,17871229.82254971
btc,2019-08-12,17872892.32254415
btc,2019-08-13,17874854.82254405
btc,2019-08-14,17876754.82254405
btc,2019-08-15,17878717.32254405
btc,2019-08-16,17880554.82254405
btc,2019-08-17,17882154.82243485
btc,2019-08-18,17883729.82243485
btc,2019-08-19,17885767.32243485
btc,2019-08-20,17887679.82243485
btc,2019-08-21,17889379.82243485
btc,2019-08-22,17891142.32242939
btc,2019-08-23,17893054.82242939
btc,2019-08-24,17895054.82242939
btc,2019-08-25,17896992.32232939
btc,2019-08-26,17898704.82232939
btc,2019-08-27,17900392.32232939
btc,2019-08-28,17902279.82232939
btc,2019-08-29,17904342.32232939
btc,2019-08-30,17906342.32224839
btc,2019-08-31,17908417.32219925
btc,2019-09-01,17910204.82219925
btc,2019-09-02,17912067.32219925
btc,2019-09-03,17914117.32219925
btc,2019-09-04,17915817.32219379
btc,2019-09-05,17917879.82217195
btc,2019-09-06,17919854.82217195
btc,2019-09-07,17921729.82215557
btc,2019-09-08,17923942.32215557
btc,2019-09-09,17925767.32215557
btc,2019-09-10,17928042.32215557
btc,2019-09-11,17930342.32210557
btc,2019-09-12,17932317.32210557
btc,2019-09-13,17934192.32210557
btc,2019-09-14,17936129.82210557
btc,2019-09-15,17937967.32210557
btc,2019-09-16,17940004.82210557
btc,2019-09-17,17941854.82210557
btc,2019-09-18,17944029.82210557
btc,2019-09-19,17945879.82209557
btc,2019-09-20,17947767.32208465
btc,2019-09-21,17949842.32208465
btc,2019-09-22,17951917.32208465
btc,2019-09-23,17953342.32208465
btc,2019-09-24,17955304.82207373
btc,2019-09-25,17957254.82207373
btc,2019-09-26,17959392.32206827
btc,2019-09-27,17961042.32206827
btc,2019-09-28,17963029.82206827
btc,2019-09-29,17964729.82206827
btc,2019-09-30,17966354.82206827
btc,2019-10-01,17968142.32206827
btc,2019-10-02,17969992.32203627
btc,2019-10-03,17971829.82203627
btc,2019-10-04,17973667.32203081
btc,2019-10-05,17975642.32202535
btc,2019-10-06,17977504.82202535
btc,2019-10-07,17979442.32202535
btc,2019-10-08,17981467.32200351
btc,2019-10-09,17983192.32200351
btc,2019-10-10,17985217.32200351
btc,2019-10-11,17987167.32198713
btc,2019-10-12,17988829.82195437
btc,2019-10-13,17990604.82195437
btc,2019-10-14,17992292.32194891
btc,2019-10-15,17994204.82194345
btc,2019-10-16,17995992.32193794
btc,2019-10-17,17997867.32193248
btc,2019-10-18,17999867.32192702
btc,2019-10-19,18001642.32192701
btc,2019-10-20,18003467.321927
btc,2019-10-21,18005454.82192154
btc,2019-10-22,18007567.32188878
btc,2019-10-23,18009667.32188878
btc,2019-10-24,18011329.82185602
btc,2019-10-25,18013054.82182326
btc,2019-10-26,18014804.82182326
btc,2019-10-27,18016242.32182326
btc,2019-10-28,18017917.32180779
btc,2019-10-29,18019579.82177503
btc,2019-10-30,18021254.82176957
btc,2019-10-31,18022904.82176411
btc,2019-11-01,18024529.82176411
btc,2019-11-02,18026204.82176411
btc,2019-11-03,18027929.82176411
btc,2019-11-04,18029579.82175865
btc,2019-11-05,18031379.82171589
btc,2019-11-06,18033029.82168313
btc,2019-11-07,18034717.32167767
btc,2019-11-08,18036317.32167221
btc,2019-11-09,18038117.32167221
btc,2019-11-10,18040192.32167221
btc,2019-11-11,18042079.82166675
btc,2019-11-12,18043767.32166129
btc,2019-11-13,18045454.82165583
btc,2019-11-14,18047567.32165037
btc,2019-11-15,18049542.32164491
btc,2019-11-16,18051392.32164491
btc,2019-11-17,18053317.32164491
btc,2019-11-18,18055067.32163945
btc,2019-11-19,18056904.82163399
btc,2019-11-20,18058679.82163399
btc,2019-11-21,18060392.32162853
btc,2019-11-22,18062042.32162307
btc,2019-11-23,18064204.82162307
btc,2019-11-24,18065842.32162307
btc,2019-11-25,18067404.82162307
btc,2019-11-26,18068929.82162307
btc,2019-11-27,18070667.32161215
btc,2019-11-28,18072704.82160669
btc,2019-11-29,18074404.82160669
btc,2019-11-30,18075979.82160668
btc,2019-12-01,18077717.32160668
btc,2019-12-02,18079529.82160122
btc,2019-12-03,18081504.82160122
btc,2019-12-04,18083592.32159576
btc,2019-12-05,18085404.8215903
btc,2019-12-06,18087217.32158484
btc,2019-12-07,18089154.82158484
btc,2019-12-08,18091004.82158484
btc,2019-12-09,18092854.82157938
btc,2019-12-10,18094704.82154116
btc,2019-12-11,18096354.8215357
btc,2019-12-12,18098017.32153024
btc,2019-12-13,18099917.32152478
btc,2019-12-14,18101804.82151478
btc,2019-12-15,18103354.82144478
